# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-03-07 18:09:55 -05:00	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10011500 BEAR RIVER NEAR UTAH-WYOMING STATE LINE
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 10011500
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    143377      00060        00003      144242         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     P  Provisional data subject to revision.
#     Ice  Ice affected
#
agency_cd	site_no	datetime	143377_00060_00003	143377_00060_00003_cd
USGS	10011500	1954-08-13	44	A
USGS	10011500	1954-08-14	44	A
USGS	10011500	1954-08-15	43	A
USGS	10011500	1954-08-16	37	A
USGS	10011500	1954-08-17	34	A
USGS	10011500	1954-08-18	33	A
USGS	10011500	1954-08-19	32	A
USGS	10011500	1954-08-20	33	A
USGS	10011500	1954-08-21	37	A
USGS	10011500	1954-08-22	36	A
USGS	10011500	1954-08-23	32	A
USGS	10011500	1954-08-24	31	A
USGS	10011500	1954-08-25	30	A
USGS	10011500	1954-08-26	28	A
USGS	10011500	1954-08-27	27	A
USGS	10011500	1954-08-28	27	A
USGS	10011500	1954-08-29	26	A
USGS	10011500	1954-08-30	26	A
USGS	10011500	1954-08-31	26	A
USGS	10011500	1954-09-01	26	A
USGS	10011500	1954-09-02	30	A
USGS	10011500	1954-09-03	73	A
USGS	10011500	1954-09-04	48	A
USGS	10011500	1954-09-05	40	A
USGS	10011500	1954-09-06	36	A
USGS	10011500	1954-09-07	34	A
USGS	10011500	1954-09-08	37	A
USGS	10011500	1954-09-09	40	A
USGS	10011500	1954-09-10	37	A
USGS	10011500	1954-09-11	34	A
USGS	10011500	1954-09-12	37	A
USGS	10011500	1954-09-13	40	A
USGS	10011500	1954-09-14	38	A
USGS	10011500	1954-09-15	34	A
USGS	10011500	1954-09-16	32	A
USGS	10011500	1954-09-17	31	A
USGS	10011500	1954-09-18	30	A
USGS	10011500	1954-09-19	28	A
USGS	10011500	1954-09-20	28	A
USGS	10011500	1954-09-21	28	A
USGS	10011500	1954-09-22	30	A
USGS	10011500	1954-09-23	40	A
USGS	10011500	1954-09-24	46	A
USGS	10011500	1954-09-25	44	A
USGS	10011500	1954-09-26	46	A
USGS	10011500	1954-09-27	42	A
USGS	10011500	1954-09-28	36	A
USGS	10011500	1954-09-29	33	A
USGS	10011500	1954-09-30	33	A
USGS	10011500	1954-10-01	33	A
USGS	10011500	1954-10-02	33	A
USGS	10011500	1954-10-03	33	A
USGS	10011500	1954-10-04	33	A
USGS	10011500	1954-10-05	37	A
USGS	10011500	1954-10-06	34	A
USGS	10011500	1954-10-07	33	A
USGS	10011500	1954-10-08	32	A
USGS	10011500	1954-10-09	35	A
USGS	10011500	1954-10-10	34	A
USGS	10011500	1954-10-11	33	A
USGS	10011500	1954-10-12	32	A
USGS	10011500	1954-10-13	35	A
USGS	10011500	1954-10-14	33	A
USGS	10011500	1954-10-15	34	A
USGS	10011500	1954-10-16	34	A
USGS	10011500	1954-10-17	33	A
USGS	10011500	1954-10-18	32	A
USGS	10011500	1954-10-19	31	A
USGS	10011500	1954-10-20	29	A
USGS	10011500	1954-10-21	28	A
USGS	10011500	1954-10-22	29	A
USGS	10011500	1954-10-23	34	A
USGS	10011500	1954-10-24	31	A
USGS	10011500	1954-10-25	33	A
USGS	10011500	1954-10-26	34	A
USGS	10011500	1954-10-27	27	A
USGS	10011500	1954-10-28	29	A
USGS	10011500	1954-10-29	29	A
USGS	10011500	1954-10-30	27	A
USGS	10011500	1954-10-31	27	A
USGS	10011500	1954-11-01	27	A
USGS	10011500	1954-11-02	27	A
USGS	10011500	1954-11-03	26	A
USGS	10011500	1954-11-04	25	A
USGS	10011500	1954-11-05	24	A
USGS	10011500	1954-11-06	25	A
USGS	10011500	1954-11-07	26	A
USGS	10011500	1954-11-08	27	A
USGS	10011500	1954-11-09	28	A
USGS	10011500	1954-11-10	32	A
USGS	10011500	1954-11-11	33	A
USGS	10011500	1954-11-12	37	A
USGS	10011500	1954-11-13	40	A
USGS	10011500	1954-11-14	35	A
USGS	10011500	1954-11-15	38	A
USGS	10011500	1954-11-16	42	A
USGS	10011500	1954-11-17	37	A
USGS	10011500	1954-11-18	38	A
USGS	10011500	1954-11-19	31	A
USGS	10011500	1954-11-20	34	A
USGS	10011500	1954-11-21	38	A
USGS	10011500	1954-11-22	34	A
USGS	10011500	1954-11-23	34	A
USGS	10011500	1954-11-24	34	A
USGS	10011500	1954-11-25	35	A
USGS	10011500	1954-11-26	39	A
USGS	10011500	1954-11-27	37	A
USGS	10011500	1954-11-28	35	A
USGS	10011500	1954-11-29	28	A
USGS	10011500	1954-11-30	28	A
USGS	10011500	1954-12-01	28	A
USGS	10011500	1954-12-02	35	A
USGS	10011500	1954-12-03	40	A
USGS	10011500	1954-12-04	40	A
USGS	10011500	1954-12-05	38	A
USGS	10011500	1954-12-06	36	A
USGS	10011500	1954-12-07	34	A
USGS	10011500	1954-12-08	32	A
USGS	10011500	1954-12-09	30	A
USGS	10011500	1954-12-10	31	A
USGS	10011500	1954-12-11	32	A
USGS	10011500	1954-12-12	32	A
USGS	10011500	1954-12-13	32	A
USGS	10011500	1954-12-14	32	A
USGS	10011500	1954-12-15	31	A
USGS	10011500	1954-12-16	30	A
USGS	10011500	1954-12-17	30	A
USGS	10011500	1954-12-18	30	A
USGS	10011500	1954-12-19	31	A
USGS	10011500	1954-12-20	32	A
USGS	10011500	1954-12-21	33	A
USGS	10011500	1954-12-22	34	A
USGS	10011500	1954-12-23	35	A
USGS	10011500	1954-12-24	35	A
USGS	10011500	1954-12-25	33	A
USGS	10011500	1954-12-26	32	A
USGS	10011500	1954-12-27	30	A
USGS	10011500	1954-12-28	28	A
USGS	10011500	1954-12-29	32	A
USGS	10011500	1954-12-30	36	A
USGS	10011500	1954-12-31	40	A
USGS	10011500	1955-01-01	38	A
USGS	10011500	1955-01-02	37	A
USGS	10011500	1955-01-03	35	A
USGS	10011500	1955-01-04	33	A
USGS	10011500	1955-01-05	31	A
USGS	10011500	1955-01-06	31	A
USGS	10011500	1955-01-07	31	A
USGS	10011500	1955-01-08	31	A
USGS	10011500	1955-01-09	31	A
USGS	10011500	1955-01-10	31	A
USGS	10011500	1955-01-11	31	A
USGS	10011500	1955-01-12	31	A
USGS	10011500	1955-01-13	31	A
USGS	10011500	1955-01-14	31	A
USGS	10011500	1955-01-15	31	A
USGS	10011500	1955-01-16	31	A
USGS	10011500	1955-01-17	31	A
USGS	10011500	1955-01-18	31	A
USGS	10011500	1955-01-19	31	A
USGS	10011500	1955-01-20	31	A
USGS	10011500	1955-01-21	31	A
USGS	10011500	1955-01-22	31	A
USGS	10011500	1955-01-23	31	A
USGS	10011500	1955-01-24	31	A
USGS	10011500	1955-01-25	31	A
USGS	10011500	1955-01-26	31	A
USGS	10011500	1955-01-27	31	A
USGS	10011500	1955-01-28	31	A
USGS	10011500	1955-01-29	31	A
USGS	10011500	1955-01-30	31	A
USGS	10011500	1955-01-31	32	A
USGS	10011500	1955-02-01	32	A
USGS	10011500	1955-02-02	31	A
USGS	10011500	1955-02-03	31	A
USGS	10011500	1955-02-04	31	A
USGS	10011500	1955-02-05	31	A
USGS	10011500	1955-02-06	31	A
USGS	10011500	1955-02-07	31	A
USGS	10011500	1955-02-08	31	A
USGS	10011500	1955-02-09	33	A
USGS	10011500	1955-02-10	31	A
USGS	10011500	1955-02-11	31	A
USGS	10011500	1955-02-12	31	A
USGS	10011500	1955-02-13	31	A
USGS	10011500	1955-02-14	31	A
USGS	10011500	1955-02-15	31	A
USGS	10011500	1955-02-16	31	A
USGS	10011500	1955-02-17	31	A
USGS	10011500	1955-02-18	31	A
USGS	10011500	1955-02-19	31	A
USGS	10011500	1955-02-20	31	A
USGS	10011500	1955-02-21	30	A
USGS	10011500	1955-02-22	30	A
USGS	10011500	1955-02-23	30	A
USGS	10011500	1955-02-24	30	A
USGS	10011500	1955-02-25	30	A
USGS	10011500	1955-02-26	32	A
USGS	10011500	1955-02-27	32	A
USGS	10011500	1955-02-28	32	A
USGS	10011500	1955-03-01	32	A
USGS	10011500	1955-03-02	32	A
USGS	10011500	1955-03-03	32	A
USGS	10011500	1955-03-04	28	A
USGS	10011500	1955-03-05	28	A
USGS	10011500	1955-03-06	28	A
USGS	10011500	1955-03-07	29	A
USGS	10011500	1955-03-08	30	A
USGS	10011500	1955-03-09	31	A
USGS	10011500	1955-03-10	32	A
USGS	10011500	1955-03-11	32	A
USGS	10011500	1955-03-12	32	A
USGS	10011500	1955-03-13	32	A
USGS	10011500	1955-03-14	32	A
USGS	10011500	1955-03-15	30	A
USGS	10011500	1955-03-16	30	A
USGS	10011500	1955-03-17	30	A
USGS	10011500	1955-03-18	30	A
USGS	10011500	1955-03-19	30	A
USGS	10011500	1955-03-20	30	A
USGS	10011500	1955-03-21	30	A
USGS	10011500	1955-03-22	31	A
USGS	10011500	1955-03-23	32	A
USGS	10011500	1955-03-24	32	A
USGS	10011500	1955-03-25	31	A
USGS	10011500	1955-03-26	30	A
USGS	10011500	1955-03-27	30	A
USGS	10011500	1955-03-28	31	A
USGS	10011500	1955-03-29	33	A
USGS	10011500	1955-03-30	34	A
USGS	10011500	1955-03-31	35	A
USGS	10011500	1955-04-01	35	A
USGS	10011500	1955-04-02	34	A
USGS	10011500	1955-04-03	34	A
USGS	10011500	1955-04-04	34	A
USGS	10011500	1955-04-05	34	A
USGS	10011500	1955-04-06	34	A
USGS	10011500	1955-04-07	35	A
USGS	10011500	1955-04-08	36	A
USGS	10011500	1955-04-09	36	A
USGS	10011500	1955-04-10	38	A
USGS	10011500	1955-04-11	40	A
USGS	10011500	1955-04-12	40	A
USGS	10011500	1955-04-13	40	A
USGS	10011500	1955-04-14	48	A
USGS	10011500	1955-04-15	48	A
USGS	10011500	1955-04-16	48	A
USGS	10011500	1955-04-17	58	A
USGS	10011500	1955-04-18	51	A
USGS	10011500	1955-04-19	46	A
USGS	10011500	1955-04-20	48	A
USGS	10011500	1955-04-21	60	A
USGS	10011500	1955-04-22	73	A
USGS	10011500	1955-04-23	69	A
USGS	10011500	1955-04-24	65	A
USGS	10011500	1955-04-25	99	A
USGS	10011500	1955-04-26	104	A
USGS	10011500	1955-04-27	82	A
USGS	10011500	1955-04-28	75	A
USGS	10011500	1955-04-29	94	A
USGS	10011500	1955-04-30	155	A
USGS	10011500	1955-05-01	202	A
USGS	10011500	1955-05-02	188	A
USGS	10011500	1955-05-03	158	A
USGS	10011500	1955-05-04	168	A
USGS	10011500	1955-05-05	252	A
USGS	10011500	1955-05-06	381	A
USGS	10011500	1955-05-07	548	A
USGS	10011500	1955-05-08	658	A
USGS	10011500	1955-05-09	628	A
USGS	10011500	1955-05-10	673	A
USGS	10011500	1955-05-11	787	A
USGS	10011500	1955-05-12	865	A
USGS	10011500	1955-05-13	904	A
USGS	10011500	1955-05-14	904	A
USGS	10011500	1955-05-15	703	A
USGS	10011500	1955-05-16	505	A
USGS	10011500	1955-05-17	416	A
USGS	10011500	1955-05-18	376	A
USGS	10011500	1955-05-19	459	A
USGS	10011500	1955-05-20	787	A
USGS	10011500	1955-05-21	1010	A
USGS	10011500	1955-05-22	1120	A
USGS	10011500	1955-05-23	1040	A
USGS	10011500	1955-05-24	1010	A
USGS	10011500	1955-05-25	904	A
USGS	10011500	1955-05-26	673	A
USGS	10011500	1955-05-27	534	A
USGS	10011500	1955-05-28	428	A
USGS	10011500	1955-05-29	404	A
USGS	10011500	1955-05-30	519	A
USGS	10011500	1955-05-31	688	A
USGS	10011500	1955-06-01	548	A
USGS	10011500	1955-06-02	428	A
USGS	10011500	1955-06-03	372	A
USGS	10011500	1955-06-04	338	A
USGS	10011500	1955-06-05	313	A
USGS	10011500	1955-06-06	398	A
USGS	10011500	1955-06-07	733	A
USGS	10011500	1955-06-08	1050	A
USGS	10011500	1955-06-09	1130	A
USGS	10011500	1955-06-10	1050	A
USGS	10011500	1955-06-11	998	A
USGS	10011500	1955-06-12	975	A
USGS	10011500	1955-06-13	896	A
USGS	10011500	1955-06-14	833	A
USGS	10011500	1955-06-15	703	A
USGS	10011500	1955-06-16	666	A
USGS	10011500	1955-06-17	534	A
USGS	10011500	1955-06-18	499	A
USGS	10011500	1955-06-19	492	A
USGS	10011500	1955-06-20	479	A
USGS	10011500	1955-06-21	428	A
USGS	10011500	1955-06-22	434	A
USGS	10011500	1955-06-23	404	A
USGS	10011500	1955-06-24	376	A
USGS	10011500	1955-06-25	338	A
USGS	10011500	1955-06-26	296	A
USGS	10011500	1955-06-27	280	A
USGS	10011500	1955-06-28	249	A
USGS	10011500	1955-06-29	238	A
USGS	10011500	1955-06-30	208	A
USGS	10011500	1955-07-01	188	A
USGS	10011500	1955-07-02	178	A
USGS	10011500	1955-07-03	162	A
USGS	10011500	1955-07-04	152	A
USGS	10011500	1955-07-05	146	A
USGS	10011500	1955-07-06	132	A
USGS	10011500	1955-07-07	123	A
USGS	10011500	1955-07-08	115	A
USGS	10011500	1955-07-09	104	A
USGS	10011500	1955-07-10	91	A
USGS	10011500	1955-07-11	89	A
USGS	10011500	1955-07-12	87	A
USGS	10011500	1955-07-13	78	A
USGS	10011500	1955-07-14	73	A
USGS	10011500	1955-07-15	69	A
USGS	10011500	1955-07-16	69	A
USGS	10011500	1955-07-17	69	A
USGS	10011500	1955-07-18	67	A
USGS	10011500	1955-07-19	65	A
USGS	10011500	1955-07-20	67	A
USGS	10011500	1955-07-21	75	A
USGS	10011500	1955-07-22	71	A
USGS	10011500	1955-07-23	82	A
USGS	10011500	1955-07-24	118	A
USGS	10011500	1955-07-25	188	A
USGS	10011500	1955-07-26	198	A
USGS	10011500	1955-07-27	140	A
USGS	10011500	1955-07-28	118	A
USGS	10011500	1955-07-29	104	A
USGS	10011500	1955-07-30	91	A
USGS	10011500	1955-07-31	87	A
USGS	10011500	1955-08-01	87	A
USGS	10011500	1955-08-02	84	A
USGS	10011500	1955-08-03	75	A
USGS	10011500	1955-08-04	69	A
USGS	10011500	1955-08-05	82	A
USGS	10011500	1955-08-06	94	A
USGS	10011500	1955-08-07	104	A
USGS	10011500	1955-08-08	84	A
USGS	10011500	1955-08-09	69	A
USGS	10011500	1955-08-10	71	A
USGS	10011500	1955-08-11	62	A
USGS	10011500	1955-08-12	58	A
USGS	10011500	1955-08-13	58	A
USGS	10011500	1955-08-14	60	A
USGS	10011500	1955-08-15	58	A
USGS	10011500	1955-08-16	58	A
USGS	10011500	1955-08-17	58	A
USGS	10011500	1955-08-18	58	A
USGS	10011500	1955-08-19	58	A
USGS	10011500	1955-08-20	50	A
USGS	10011500	1955-08-21	44	A
USGS	10011500	1955-08-22	42	A
USGS	10011500	1955-08-23	40	A
USGS	10011500	1955-08-24	44	A
USGS	10011500	1955-08-25	58	A
USGS	10011500	1955-08-26	96	A
USGS	10011500	1955-08-27	60	A
USGS	10011500	1955-08-28	48	A
USGS	10011500	1955-08-29	44	A
USGS	10011500	1955-08-30	40	A
USGS	10011500	1955-08-31	38	A
USGS	10011500	1955-09-01	37	A
USGS	10011500	1955-09-02	35	A
USGS	10011500	1955-09-03	34	A
USGS	10011500	1955-09-04	33	A
USGS	10011500	1955-09-05	32	A
USGS	10011500	1955-09-06	31	A
USGS	10011500	1955-09-07	29	A
USGS	10011500	1955-09-08	28	A
USGS	10011500	1955-09-09	28	A
USGS	10011500	1955-09-10	27	A
USGS	10011500	1955-09-11	27	A
USGS	10011500	1955-09-12	26	A
USGS	10011500	1955-09-13	25	A
USGS	10011500	1955-09-14	25	A
USGS	10011500	1955-09-15	25	A
USGS	10011500	1955-09-16	25	A
USGS	10011500	1955-09-17	25	A
USGS	10011500	1955-09-18	28	A
USGS	10011500	1955-09-19	52	A
USGS	10011500	1955-09-20	52	A
USGS	10011500	1955-09-21	38	A
USGS	10011500	1955-09-22	34	A
USGS	10011500	1955-09-23	32	A
USGS	10011500	1955-09-24	33	A
USGS	10011500	1955-09-25	40	A
USGS	10011500	1955-09-26	51	A
USGS	10011500	1955-09-27	44	A
USGS	10011500	1955-09-28	44	A
USGS	10011500	1955-09-29	38	A
USGS	10011500	1955-09-30	37	A
USGS	10011500	1955-10-01	34	A
USGS	10011500	1955-10-02	33	A
USGS	10011500	1955-10-03	32	A
USGS	10011500	1955-10-04	32	A
USGS	10011500	1955-10-05	33	A
USGS	10011500	1955-10-06	31	A
USGS	10011500	1955-10-07	33	A
USGS	10011500	1955-10-08	33	A
USGS	10011500	1955-10-09	31	A
USGS	10011500	1955-10-10	31	A
USGS	10011500	1955-10-11	33	A
USGS	10011500	1955-10-12	33	A
USGS	10011500	1955-10-13	31	A
USGS	10011500	1955-10-14	29	A
USGS	10011500	1955-10-15	28	A
USGS	10011500	1955-10-16	28	A
USGS	10011500	1955-10-17	27	A
USGS	10011500	1955-10-18	27	A
USGS	10011500	1955-10-19	27	A
USGS	10011500	1955-10-20	35	A
USGS	10011500	1955-10-21	40	A
USGS	10011500	1955-10-22	38	A
USGS	10011500	1955-10-23	38	A
USGS	10011500	1955-10-24	33	A
USGS	10011500	1955-10-25	33	A
USGS	10011500	1955-10-26	33	A
USGS	10011500	1955-10-27	33	A
USGS	10011500	1955-10-28	28	A
USGS	10011500	1955-10-29	32	A
USGS	10011500	1955-10-30	40	A
USGS	10011500	1955-10-31	42	A
USGS	10011500	1955-11-01	25	A
USGS	10011500	1955-11-02	30	A
USGS	10011500	1955-11-03	35	A
USGS	10011500	1955-11-04	40	A
USGS	10011500	1955-11-05	39	A
USGS	10011500	1955-11-06	34	A
USGS	10011500	1955-11-07	35	A
USGS	10011500	1955-11-08	37	A
USGS	10011500	1955-11-09	37	A
USGS	10011500	1955-11-10	37	A
USGS	10011500	1955-11-11	37	A
USGS	10011500	1955-11-12	35	A
USGS	10011500	1955-11-13	35	A
USGS	10011500	1955-11-14	30	A
USGS	10011500	1955-11-15	22	A
USGS	10011500	1955-11-16	25	A
USGS	10011500	1955-11-17	30	A
USGS	10011500	1955-11-18	35	A
USGS	10011500	1955-11-19	40	A
USGS	10011500	1955-11-20	41	A
USGS	10011500	1955-11-21	42	A
USGS	10011500	1955-11-22	38	A
USGS	10011500	1955-11-23	35	A
USGS	10011500	1955-11-24	32	A
USGS	10011500	1955-11-25	32	A
USGS	10011500	1955-11-26	35	A
USGS	10011500	1955-11-27	37	A
USGS	10011500	1955-11-28	35	A
USGS	10011500	1955-11-29	35	A
USGS	10011500	1955-11-30	34	A
USGS	10011500	1955-12-01	35	A
USGS	10011500	1955-12-02	35	A
USGS	10011500	1955-12-03	34	A
USGS	10011500	1955-12-04	32	A
USGS	10011500	1955-12-05	28	A
USGS	10011500	1955-12-06	28	A
USGS	10011500	1955-12-07	30	A
USGS	10011500	1955-12-08	32	A
USGS	10011500	1955-12-09	34	A
USGS	10011500	1955-12-10	35	A
USGS	10011500	1955-12-11	35	A
USGS	10011500	1955-12-12	35	A
USGS	10011500	1955-12-13	34	A
USGS	10011500	1955-12-14	34	A
USGS	10011500	1955-12-15	34	A
USGS	10011500	1955-12-16	33	A
USGS	10011500	1955-12-17	33	A
USGS	10011500	1955-12-18	33	A
USGS	10011500	1955-12-19	34	A
USGS	10011500	1955-12-20	34	A
USGS	10011500	1955-12-21	35	A
USGS	10011500	1955-12-22	35	A
USGS	10011500	1955-12-23	52	A
USGS	10011500	1955-12-24	91	A
USGS	10011500	1955-12-25	73	A
USGS	10011500	1955-12-26	58	A
USGS	10011500	1955-12-27	52	A
USGS	10011500	1955-12-28	48	A
USGS	10011500	1955-12-29	45	A
USGS	10011500	1955-12-30	40	A
USGS	10011500	1955-12-31	36	A
USGS	10011500	1956-01-01	34	A
USGS	10011500	1956-01-02	32	A
USGS	10011500	1956-01-03	35	A
USGS	10011500	1956-01-04	37	A
USGS	10011500	1956-01-05	39	A
USGS	10011500	1956-01-06	39	A
USGS	10011500	1956-01-07	37	A
USGS	10011500	1956-01-08	37	A
USGS	10011500	1956-01-09	34	A
USGS	10011500	1956-01-10	35	A
USGS	10011500	1956-01-11	35	A
USGS	10011500	1956-01-12	35	A
USGS	10011500	1956-01-13	34	A
USGS	10011500	1956-01-14	35	A
USGS	10011500	1956-01-15	35	A
USGS	10011500	1956-01-16	37	A
USGS	10011500	1956-01-17	37	A
USGS	10011500	1956-01-18	38	A
USGS	10011500	1956-01-19	37	A
USGS	10011500	1956-01-20	35	A
USGS	10011500	1956-01-21	37	A
USGS	10011500	1956-01-22	37	A
USGS	10011500	1956-01-23	35	A
USGS	10011500	1956-01-24	35	A
USGS	10011500	1956-01-25	37	A
USGS	10011500	1956-01-26	35	A
USGS	10011500	1956-01-27	34	A
USGS	10011500	1956-01-28	32	A
USGS	10011500	1956-01-29	30	A
USGS	10011500	1956-01-30	28	A
USGS	10011500	1956-01-31	28	A
USGS	10011500	1956-02-01	28	A
USGS	10011500	1956-02-02	28	A
USGS	10011500	1956-02-03	28	A
USGS	10011500	1956-02-04	28	A
USGS	10011500	1956-02-05	28	A
USGS	10011500	1956-02-06	30	A
USGS	10011500	1956-02-07	30	A
USGS	10011500	1956-02-08	30	A
USGS	10011500	1956-02-09	30	A
USGS	10011500	1956-02-10	30	A
USGS	10011500	1956-02-11	32	A
USGS	10011500	1956-02-12	32	A
USGS	10011500	1956-02-13	32	A
USGS	10011500	1956-02-14	32	A
USGS	10011500	1956-02-15	32	A
USGS	10011500	1956-02-16	32	A
USGS	10011500	1956-02-17	32	A
USGS	10011500	1956-02-18	32	A
USGS	10011500	1956-02-19	32	A
USGS	10011500	1956-02-20	32	A
USGS	10011500	1956-02-21	35	A
USGS	10011500	1956-02-22	35	A
USGS	10011500	1956-02-23	35	A
USGS	10011500	1956-02-24	35	A
USGS	10011500	1956-02-25	35	A
USGS	10011500	1956-02-26	35	A
USGS	10011500	1956-02-27	35	A
USGS	10011500	1956-02-28	35	A
USGS	10011500	1956-02-29	35	A
USGS	10011500	1956-03-01	35	A
USGS	10011500	1956-03-02	35	A
USGS	10011500	1956-03-03	35	A
USGS	10011500	1956-03-04	35	A
USGS	10011500	1956-03-05	34	A
USGS	10011500	1956-03-06	33	A
USGS	10011500	1956-03-07	33	A
USGS	10011500	1956-03-08	37	A
USGS	10011500	1956-03-09	34	A
USGS	10011500	1956-03-10	34	A
USGS	10011500	1956-03-11	34	A
USGS	10011500	1956-03-12	32	A
USGS	10011500	1956-03-13	31	A
USGS	10011500	1956-03-14	35	A
USGS	10011500	1956-03-15	35	A
USGS	10011500	1956-03-16	34	A
USGS	10011500	1956-03-17	33	A
USGS	10011500	1956-03-18	34	A
USGS	10011500	1956-03-19	33	A
USGS	10011500	1956-03-20	33	A
USGS	10011500	1956-03-21	37	A
USGS	10011500	1956-03-22	34	A
USGS	10011500	1956-03-23	35	A
USGS	10011500	1956-03-24	42	A
USGS	10011500	1956-03-25	49	A
USGS	10011500	1956-03-26	51	A
USGS	10011500	1956-03-27	51	A
USGS	10011500	1956-03-28	58	A
USGS	10011500	1956-03-29	54	A
USGS	10011500	1956-03-30	52	A
USGS	10011500	1956-03-31	54	A
USGS	10011500	1956-04-01	54	A
USGS	10011500	1956-04-02	50	A
USGS	10011500	1956-04-03	51	A
USGS	10011500	1956-04-04	51	A
USGS	10011500	1956-04-05	50	A
USGS	10011500	1956-04-06	46	A
USGS	10011500	1956-04-07	50	A
USGS	10011500	1956-04-08	51	A
USGS	10011500	1956-04-09	52	A
USGS	10011500	1956-04-10	58	A
USGS	10011500	1956-04-11	69	A
USGS	10011500	1956-04-12	69	A
USGS	10011500	1956-04-13	69	A
USGS	10011500	1956-04-14	69	A
USGS	10011500	1956-04-15	69	A
USGS	10011500	1956-04-16	87	A
USGS	10011500	1956-04-17	94	A
USGS	10011500	1956-04-18	91	A
USGS	10011500	1956-04-19	84	A
USGS	10011500	1956-04-20	110	A
USGS	10011500	1956-04-21	146	A
USGS	10011500	1956-04-22	188	A
USGS	10011500	1956-04-23	208	A
USGS	10011500	1956-04-24	219	A
USGS	10011500	1956-04-25	219	A
USGS	10011500	1956-04-26	252	A
USGS	10011500	1956-04-27	280	A
USGS	10011500	1956-04-28	256	A
USGS	10011500	1956-04-29	208	A
USGS	10011500	1956-04-30	181	A
USGS	10011500	1956-05-01	194	A
USGS	10011500	1956-05-02	208	A
USGS	10011500	1956-05-03	284	A
USGS	10011500	1956-05-04	392	A
USGS	10011500	1956-05-05	466	A
USGS	10011500	1956-05-06	492	A
USGS	10011500	1956-05-07	628	A
USGS	10011500	1956-05-08	703	A
USGS	10011500	1956-05-09	710	A
USGS	10011500	1956-05-10	651	A
USGS	10011500	1956-05-11	519	A
USGS	10011500	1956-05-12	422	A
USGS	10011500	1956-05-13	357	A
USGS	10011500	1956-05-14	330	A
USGS	10011500	1956-05-15	352	A
USGS	10011500	1956-05-16	472	A
USGS	10011500	1956-05-17	718	A
USGS	10011500	1956-05-18	959	A
USGS	10011500	1956-05-19	1130	A
USGS	10011500	1956-05-20	1360	A
USGS	10011500	1956-05-21	1290	A
USGS	10011500	1956-05-22	1400	A
USGS	10011500	1956-05-23	1570	A
USGS	10011500	1956-05-24	1420	A
USGS	10011500	1956-05-25	1450	A
USGS	10011500	1956-05-26	1510	A
USGS	10011500	1956-05-27	1330	A
USGS	10011500	1956-05-28	1280	A
USGS	10011500	1956-05-29	1160	A
USGS	10011500	1956-05-30	1270	A
USGS	10011500	1956-05-31	1510	A
USGS	10011500	1956-06-01	1630	A
USGS	10011500	1956-06-02	1580	A
USGS	10011500	1956-06-03	1420	A
USGS	10011500	1956-06-04	1370	A
USGS	10011500	1956-06-05	1320	A
USGS	10011500	1956-06-06	1230	A
USGS	10011500	1956-06-07	1150	A
USGS	10011500	1956-06-08	1180	A
USGS	10011500	1956-06-09	1180	A
USGS	10011500	1956-06-10	1160	A
USGS	10011500	1956-06-11	1170	A
USGS	10011500	1956-06-12	1110	A
USGS	10011500	1956-06-13	1040	A
USGS	10011500	1956-06-14	975	A
USGS	10011500	1956-06-15	935	A
USGS	10011500	1956-06-16	710	A
USGS	10011500	1956-06-17	562	A
USGS	10011500	1956-06-18	519	A
USGS	10011500	1956-06-19	562	A
USGS	10011500	1956-06-20	562	A
USGS	10011500	1956-06-21	486	A
USGS	10011500	1956-06-22	459	A
USGS	10011500	1956-06-23	466	A
USGS	10011500	1956-06-24	466	A
USGS	10011500	1956-06-25	453	A
USGS	10011500	1956-06-26	422	A
USGS	10011500	1956-06-27	416	A
USGS	10011500	1956-06-28	392	A
USGS	10011500	1956-06-29	372	A
USGS	10011500	1956-06-30	372	A
USGS	10011500	1956-07-01	367	A
USGS	10011500	1956-07-02	334	A
USGS	10011500	1956-07-03	280	A
USGS	10011500	1956-07-04	256	A
USGS	10011500	1956-07-05	234	A
USGS	10011500	1956-07-06	219	A
USGS	10011500	1956-07-07	205	A
USGS	10011500	1956-07-08	198	A
USGS	10011500	1956-07-09	191	A
USGS	10011500	1956-07-10	184	A
USGS	10011500	1956-07-11	178	A
USGS	10011500	1956-07-12	171	A
USGS	10011500	1956-07-13	165	A
USGS	10011500	1956-07-14	155	A
USGS	10011500	1956-07-15	143	A
USGS	10011500	1956-07-16	135	A
USGS	10011500	1956-07-17	123	A
